lat,lon,year,day,sit
71.09325,-162.21625,2010,1,0.43452597
71.05475,-157.88074,2010,1,0.72311205
71.22224399999998,-159.16125,2010,1,0.60711294
71.37975,-160.4635,2010,1,0.48746264
71.52775600000002,-161.78725,2010,1,0.524174
71.66525,-163.13126,2010,1,0.4556291
70.48425,-151.20377,2010,1,0.6998288
70.90774499999998,-153.58676,2010,1,1.1263142
71.10675,-154.81725,2010,1,1.1643696000000001
71.29675,-156.07299999999995,2010,1,0.7349095
71.4775,-157.35326,2010,1,0.84411323
71.6485,-158.658,2010,1,0.76659596
71.80975,-159.9865,2010,1,0.5747992
71.96075400000002,-161.33775,2010,1,0.66524744
70.17325,-147.12724,2010,1,0.48341042
70.41725,-148.24075,2010,1,0.45764232
70.65425,-149.3815,2010,1,0.57428133
70.88325,-150.54973999999999,2010,1,0.5916355999999999
71.104,-151.746,2010,1,0.9004972
71.31625,-152.96923999999999,2010,1,0.5763451
71.51925,-154.22,2010,1,0.6844609
71.7135,-155.4975,2010,1,0.745257
71.897995,-156.8015,2010,1,0.7471564
72.07300000000002,-158.13126,2010,1,0.7772609
72.238,-159.487,2010,1,0.77976805
72.39275,-160.8665,2010,1,0.6303941999999999
70.29899999999999,-145.305,2010,1,0.4319196
70.555504,-146.4025,2010,1,0.42221004
70.80525,-147.52875,2010,1,0.52676165
71.04675,-148.68451000000005,2010,1,0.51517886
71.28,-149.8685,2010,1,0.55158675
71.50525,-151.08151,2010,1,0.49589854
71.72175,-152.32425,2010,1,0.41777828
71.92975,-153.5955,2010,1,0.9211643
72.12775,-154.89575,2010,1,0.81211734
72.316505,-156.224,2010,1,0.795859
72.4955,-157.57976000000005,2010,1,0.8635148000000001
72.6645,-158.96274,2010,1,0.8531198
72.82300000000002,-160.37175,2010,1,0.701531
69.84625,-141.39075,2010,1,0.37807643
70.12825,-142.4115,2010,1,0.5688181999999999
70.4045,-143.4615,2010,1,0.5750147
70.67325,-144.5405,2010,1,0.5127729999999999
70.935,-145.64949,2010,1,0.41674516
