lat,lon,year,day,location
73.233,-164.745,1993,1,WesternArctic
73.34724399999998,-166.24701000000005,1993,1,WesternArctic
73.4495,-167.76875,1993,1,WesternArctic
73.53999,-169.30798000000001,1993,1,WesternArctic
73.6185,-170.86299,1993,1,WesternArctic
73.685,-172.43176,1993,1,WesternArctic
73.738754,-174.012,1993,1,WesternArctic
73.78,-175.60175,1993,1,WesternArctic
73.80825,-177.19775,1993,1,WesternArctic
73.82449,-178.79825,1993,1,WesternArctic
69.84625,-141.39075,1993,1,WesternArctic
70.12825,-142.4115,1993,1,WesternArctic
70.4045,-143.4615,1993,1,WesternArctic
70.67325,-144.5405,1993,1,WesternArctic
70.935,-145.64949,1993,1,WesternArctic
71.189255,-146.78824,1993,1,WesternArctic
71.43525,-147.9575,1993,1,WesternArctic
71.67399999999998,-149.1575,1993,1,WesternArctic
71.90375,-150.3885,1993,1,WesternArctic
72.125,-151.64975,1993,1,WesternArctic
72.337006,-152.9425,1993,1,WesternArctic
72.53975,-154.2655,1993,1,WesternArctic
72.73275,-155.6185,1993,1,WesternArctic
72.91624499999998,-157.00125,1993,1,WesternArctic
73.08925,-158.4125,1993,1,WesternArctic
73.251755,-159.85175,1993,1,WesternArctic
73.403,-161.31799999999996,1993,1,WesternArctic
73.54324,-162.81075,1993,1,WesternArctic
73.67225,-164.32748,1993,1,WesternArctic
73.789505,-165.86676,1993,1,WesternArctic
73.894745,-167.42748999999995,1993,1,WesternArctic
73.98725,-169.0075,1993,1,WesternArctic
74.06799000000002,-170.60475,1993,1,WesternArctic
74.13600000000002,-172.21675,1993,1,WesternArctic
74.19125,-173.84099999999995,1993,1,WesternArctic
74.2335,-175.4755,1993,1,WesternArctic
74.263,-177.11725,1993,1,WesternArctic
74.279495,-178.764,1993,1,WesternArctic
68.99075,-136.749,1993,1,WesternArctic
69.30199999999999,-137.66325,1993,1,WesternArctic
69.608246,-138.60449,1993,1,WesternArctic
69.90825,-139.57399999999998,1993,1,WesternArctic
70.20175,-140.57225,1993,1,WesternArctic
70.48926,-141.59976,1993,1,WesternArctic
70.770004,-142.65775,1993,1,WesternArctic
71.04375,-143.746,1993,1,WesternArctic
71.310745,-144.866,1993,1,WesternArctic
71.56975,-146.01724,1993,1,WesternArctic
71.82125,-147.20074,1993,1,WesternArctic
72.06425,-148.41648999999995,1993,1,WesternArctic
72.298996,-149.66475,1993,1,WesternArctic
72.52475,-150.94576,1993,1,WesternArctic
72.741745,-152.259,1993,1,WesternArctic
72.94975,-153.60501000000005,1993,1,WesternArctic
73.147255,-154.98325,1993,1,WesternArctic
73.33475,-156.39275,1993,1,WesternArctic
73.51199,-157.83373999999995,1993,1,WesternArctic
73.67825,-159.30475,1993,1,WesternArctic
73.834,-160.80475,1993,1,WesternArctic
73.97800000000002,-162.33223999999996,1993,1,WesternArctic
74.11,-163.88675,1993,1,WesternArctic
74.2305,-165.46576000000005,1993,1,WesternArctic
74.3385,-167.06775,1993,1,WesternArctic
74.43400600000002,-168.6905,1993,1,WesternArctic
74.517,-170.33151,1993,1,WesternArctic
74.5865,-171.98901,1993,1,WesternArctic
74.6435,-173.66,1993,1,WesternArctic
74.687256,-175.342,1993,1,WesternArctic
74.7175,-177.03201,1993,1,WesternArctic
74.73425,-178.72725,1993,1,WesternArctic
69.322754,-135.888,1993,1,WesternArctic
69.638504,-136.80399,1993,1,WesternArctic
69.94925,-137.748,1993,1,WesternArctic
70.25399999999999,-138.72125,1993,1,WesternArctic
70.553,-139.7245,1993,1,WesternArctic
70.845505,-140.7585,1993,1,WesternArctic
71.13125600000002,-141.8235,1993,1,WesternArctic
71.4105,-142.9205,1993,1,WesternArctic
71.68225,-144.05100000000004,1993,1,WesternArctic
71.94675,-145.214,1993,1,WesternArctic
72.203,-146.411,1993,1,WesternArctic
72.45125,-147.64224,1993,1,WesternArctic
72.69125,-148.908,1993,1,WesternArctic
72.92225,-150.20825,1993,1,WesternArctic
73.14426,-151.543,1993,1,WesternArctic
73.35651,-152.91275,1993,1,WesternArctic
73.55875,-154.31673999999995,1993,1,WesternArctic
73.75125,-155.75423999999995,1993,1,WesternArctic
73.932755,-157.225,1993,1,WesternArctic
74.10375,-158.72874,1993,1,WesternArctic
74.263,-160.263,1993,1,WesternArctic
74.410995,-161.828,1993,1,WesternArctic
74.547005,-163.42125,1993,1,WesternArctic
74.6705,-165.04126000000005,1993,1,WesternArctic
74.78175,-166.6865,1993,1,WesternArctic
74.879745,-168.354,1993,1,WesternArctic
74.96525,-170.04199,1993,1,WesternArctic
75.03699999999998,-171.74774,1993,1,WesternArctic
75.0955,-173.46826000000001,1993,1,WesternArctic
75.1405,-175.2005,1993,1,WesternArctic
75.1715,-176.94173999999995,1993,1,WesternArctic
75.189,-178.6885,1993,1,WesternArctic
69.6485,-135.0,1993,1,WesternArctic
69.97,-135.9165,1993,1,WesternArctic
70.28575,-136.86276,1993,1,WesternArctic
70.59575,-137.83875,1993,1,WesternArctic
70.89975,-138.84625,1993,1,WesternArctic
71.1975,-139.88525,1993,1,WesternArctic
71.48825,-140.95726000000005,1993,1,WesternArctic
71.77275,-142.0625,1993,1,WesternArctic
72.04974,-143.20224,1993,1,WesternArctic
72.3195,-144.37701,1993,1,WesternArctic
72.58125,-145.5875,1993,1,WesternArctic
69.638504,-133.196,1993,1,WesternArctic
69.97,-134.0835,1993,1,WesternArctic
70.29625,-135.0,1993,1,WesternArctic
70.61700400000002,-135.947,1993,1,WesternArctic
70.93200999999998,-136.92525,1993,1,WesternArctic
71.24126,-137.93576000000002,1993,1,WesternArctic
71.544495,-138.97925,1993,1,WesternArctic
71.840744,-140.05725,1993,1,WesternArctic
72.13075,-141.1705,1993,1,WesternArctic
72.412994,-142.319,1993,1,WesternArctic
72.68825,-143.50476,1993,1,WesternArctic
72.955505,-144.72775,1993,1,WesternArctic
69.94925,-132.252,1993,1,WesternArctic
70.28575,-133.13725,1993,1,WesternArctic
70.61700400000002,-134.05325,1993,1,WesternArctic
70.94325,-135.00024,1993,1,WesternArctic
71.26325,-135.9795,1993,1,WesternArctic
71.578,-136.99225,1993,1,WesternArctic
71.88675,-138.03975,1993,1,WesternArctic
72.18875,-139.12274,1993,1,WesternArctic
72.48375,-140.24176,1993,1,WesternArctic
