lat,lon,year,day,location
67.241745,-166.44875,1992,1,WesternArctic
67.57425,-165.05025,1992,1,WesternArctic
67.68825,-166.17575,1992,1,WesternArctic
67.79375,-167.31274,1992,1,WesternArctic
68.2415,-167.05049,1992,1,WesternArctic
68.34,-168.21951,1992,1,WesternArctic
68.68875,-166.77725,1992,1,WesternArctic
68.789,-167.9695,1992,1,WesternArctic
68.88000500000001,-169.17276,1992,1,WesternArctic
69.023,-165.28825,1992,1,WesternArctic
69.13475,-166.4925,1992,1,WesternArctic
69.23725,-167.7085,1992,1,WesternArctic
69.32975,-168.93651,1992,1,WesternArctic
69.412994,-170.17526,1992,1,WesternArctic
69.3425,-163.7525,1992,1,WesternArctic
69.46600000000001,-164.96701000000004,1992,1,WesternArctic
69.580246,-166.19525,1992,1,WesternArctic
69.6845,-167.437,1992,1,WesternArctic
69.77925,-168.69025,1992,1,WesternArctic
69.86426,-169.95474,1992,1,WesternArctic
69.939255,-171.22974,1992,1,WesternArctic
69.782,-163.39325,1992,1,WesternArctic
69.908005,-164.6315,1992,1,WesternArctic
70.0245,-165.88525,1992,1,WesternArctic
70.131,-167.1525,1992,1,WesternArctic
70.22800000000001,-168.43275,1992,1,WesternArctic
70.31474,-169.72476,1992,1,WesternArctic
70.391,-171.0275,1992,1,WesternArctic
70.457245,-172.33951000000005,1992,1,WesternArctic
70.22,-163.01825,1992,1,WesternArctic
70.34899999999999,-164.28175,1992,1,WesternArctic
70.468,-165.56125,1992,1,WesternArctic
70.57725500000002,-166.85526000000004,1992,1,WesternArctic
70.67575,-168.16325,1992,1,WesternArctic
70.764496,-169.48425,1992,1,WesternArctic
70.84274,-170.81625,1992,1,WesternArctic
70.9105,-172.1585,1992,1,WesternArctic
70.9675,-173.5095,1992,1,WesternArctic
70.51575,-161.35449,1992,1,WesternArctic
70.65726,-162.62625,1992,1,WesternArctic
70.78925,-163.9155,1992,1,WesternArctic
70.9105,-165.22224,1992,1,WesternArctic
71.02175,-166.54425,1992,1,WesternArctic
71.12325,-167.88124,1992,1,WesternArctic
71.214005,-169.23201,1992,1,WesternArctic
71.29401,-170.59476,1992,1,WesternArctic
71.363,-171.96875,1992,1,WesternArctic
71.4215,-173.3515,1992,1,WesternArctic
71.469,-174.74251,1992,1,WesternArctic
70.9485,-160.91899999999995,1992,1,WesternArctic
71.09325,-162.21625,1992,1,WesternArctic
71.22775,-163.53275,1992,1,WesternArctic
71.35174599999998,-164.86725,1992,1,WesternArctic
